,index,length_of_stay
26032,19 days 00:10:00.000000000,4
26033,12 days 10:02:00.000000000,4
26034,19 days 02:06:00.000000000,4
26035,23 days 03:18:00.000000000,4
26036,14 days 08:54:00.000000000,4
26037,12 days 06:42:00.000000000,4
26038,16 days 12:49:00.000000000,4
26039,16 days 17:57:00.000000000,4
26040,21 days 23:54:00.000000000,4
26041,24 days 01:56:00.000000000,4
26042,16 days 20:24:00.000000000,4
26043,23 days 21:23:00.000000000,4
26044,18 days 05:05:00.000000000,4
26045,22 days 14:58:00.000000000,4
26046,22 days 22:51:00.000000000,4
26047,15 days 15:42:00.000000000,4
26048,15 days 14:52:00.000000000,4
26049,15 days 07:47:00.000000000,4
26050,16 days 18:22:00.000000000,4
26051,17 days 18:34:00.000000000,4
26052,18 days 06:06:00.000000000,4
26053,14 days 07:53:00.000000000,4
26054,17 days 16:03:00.000000000,4
26055,25 days 19:30:00.000000000,4
26056,15 days 11:41:00.000000000,4
26057,19 days 02:46:00.000000000,4
26058,21 days 22:55:00.000000000,4
26059,13 days 11:29:00.000000000,4
26060,21 days 19:04:00.000000000,4
26061,16 days 18:55:00.000000000,4
26062,19 days 21:58:00.000000000,4
26063,20 days 23:56:00.000000000,4
26064,19 days 16:40:00.000000000,4
26065,12 days 18:26:00.000000000,4
26066,21 days 16:20:00.000000000,4
26067,17 days 22:14:00.000000000,4
26068,16 days 07:58:00.000000000,4
26069,16 days 10:01:00.000000000,4
26070,26 days 20:57:00.000000000,4
26071,30 days 18:45:00.000000000,4
26072,18 days 08:06:00.000000000,4
26073,12 days 08:44:00.000000000,4
26074,15 days 16:36:00.000000000,4
26075,16 days 14:51:00.000000000,4
26076,24 days 10:34:00.000000000,4
26077,22 days 14:55:00.000000000,4
26078,17 days 06:10:00.000000000,4
26079,16 days 09:24:00.000000000,4
26080,25 days 18:02:00.000000000,4
26081,27 days 23:15:00.000000000,4
26082,18 days 21:31:00.000000000,4
26083,15 days 14:41:00.000000000,4
26084,35 days 17:45:00.000000000,4
26085,16 days 11:01:00.000000000,4
26086,19 days 02:39:00.000000000,4
26087,22 days 23:06:00.000000000,4
26088,23 days 19:40:00.000000000,4
26089,20 days 16:27:00.000000000,4
26090,16 days 18:30:00.000000000,4
26091,13 days 06:23:00.000000000,4
26092,24 days 00:37:00.000000000,4
26093,16 days 11:29:00.000000000,4
26094,17 days 16:27:00.000000000,4
26095,19 days 06:19:00.000000000,4
26096,18 days 04:50:00.000000000,4
26097,22 days 02:12:00.000000000,4
26098,25 days 18:43:00.000000000,4
26099,21 days 04:00:00.000000000,4
26100,18 days 18:20:00.000000000,4
26101,18 days 06:40:00.000000000,4
26102,19 days 15:57:00.000000000,4
26103,18 days 02:56:00.000000000,4
26104,17 days 07:42:00.000000000,4
26105,18 days 21:21:00.000000000,4
26106,27 days 17:10:00.000000000,4
26107,20 days 18:53:00.000000000,4
26108,11 days 15:12:00.000000000,4
26109,18 days 21:09:00.000000000,4
26110,20 days 17:37:00.000000000,4
26111,12 days 14:36:00.000000000,4
26112,26 days 10:35:00.000000000,4
26113,27 days 20:45:00.000000000,4
26114,22 days 04:09:00.000000000,4
26115,17 days 08:03:00.000000000,4
26116,18 days 04:27:00.000000000,4
26117,22 days 22:40:00.000000000,4
26118,17 days 20:36:00.000000000,4
26119,18 days 03:06:00.000000000,4
26120,18 days 18:28:00.000000000,4
26121,15 days 15:29:00.000000000,4
26122,17 days 01:04:00.000000000,4
26123,19 days 20:12:00.000000000,4
26124,16 days 19:58:00.000000000,4
26125,15 days 06:33:00.000000000,4
26126,22 days 20:24:00.000000000,4
26127,20 days 14:25:00.000000000,4
26128,17 days 06:41:00.000000000,4
26129,12 days 04:09:00.000000000,4
26130,19 days 23:34:00.000000000,4
26131,14 days 16:24:00.000000000,4
26132,11 days 13:41:00.000000000,4
26133,29 days 23:00:00.000000000,4
26134,20 days 16:19:00.000000000,4
26135,17 days 09:03:00.000000000,4
26136,18 days 05:20:00.000000000,4
26137,16 days 05:19:00.000000000,4
26138,16 days 13:58:00.000000000,4
26139,24 days 01:48:00.000000000,4
26140,19 days 18:15:00.000000000,4
26141,18 days 22:43:00.000000000,4
26142,14 days 06:22:00.000000000,4
26143,15 days 07:50:00.000000000,4
26144,16 days 22:21:00.000000000,4
26145,24 days 01:28:00.000000000,4
26146,14 days 19:29:00.000000000,4
26147,20 days 15:05:00.000000000,4
26148,16 days 10:03:00.000000000,4
26149,17 days 03:21:00.000000000,4
26150,18 days 23:26:00.000000000,4
26151,11 days 12:12:00.000000000,4
26152,13 days 07:57:00.000000000,4
26153,22 days 23:20:00.000000000,4
26154,16 days 01:41:00.000000000,4
26155,17 days 14:36:00.000000000,4
26156,19 days 12:44:00.000000000,4
26157,15 days 13:20:00.000000000,4
26158,18 days 10:20:00.000000000,4
26159,25 days 19:51:00.000000000,4
26160,12 days 14:01:00.000000000,4
26161,12 days 10:27:00.000000000,4
26162,18 days 02:18:00.000000000,4
26163,16 days 09:15:00.000000000,4
26164,21 days 17:03:00.000000000,4
26165,25 days 20:44:00.000000000,4
26166,15 days 20:09:00.000000000,4
26167,20 days 22:10:00.000000000,4
26168,20 days 20:40:00.000000000,4
26169,19 days 23:15:00.000000000,4
26170,12 days 09:46:00.000000000,4
26171,18 days 16:47:00.000000000,4
26172,14 days 11:39:00.000000000,4
26173,19 days 21:12:00.000000000,4
26174,21 days 19:02:00.000000000,4
26175,24 days 19:12:00.000000000,4
26176,21 days 00:32:00.000000000,4
26177,12 days 07:16:00.000000000,4
26178,15 days 03:22:00.000000000,4
26179,15 days 07:00:00.000000000,4
26180,19 days 17:57:00.000000000,4
26181,20 days 00:35:00.000000000,4
26182,20 days 17:25:00.000000000,4
26183,18 days 08:23:00.000000000,4
26184,16 days 06:31:00.000000000,4
26185,19 days 17:54:00.000000000,4
26186,16 days 15:08:00.000000000,4
26187,20 days 17:28:00.000000000,4
26188,9 days 08:33:00.000000000,4
26189,16 days 23:42:00.000000000,4
26190,20 days 19:27:00.000000000,4
26191,22 days 15:32:00.000000000,4
26192,16 days 12:30:00.000000000,4
26193,19 days 17:12:00.000000000,4
26194,14 days 12:28:00.000000000,4
26195,26 days 22:01:00.000000000,4
26196,17 days 20:29:00.000000000,4
26197,17 days 01:26:00.000000000,4
26198,21 days 10:24:00.000000000,4
26199,27 days 00:17:00.000000000,4
26200,16 days 08:22:00.000000000,4
26201,14 days 07:57:00.000000000,4
26202,16 days 07:12:00.000000000,4
26203,20 days 22:12:00.000000000,4
26204,17 days 09:04:00.000000000,4
26205,16 days 15:06:00.000000000,4
26206,24 days 21:26:00.000000000,4
26207,13 days 11:56:00.000000000,4
26208,21 days 23:29:00.000000000,4
26209,14 days 17:27:00.000000000,4
26210,20 days 22:24:00.000000000,4
26211,15 days 13:27:00.000000000,4
26212,18 days 12:36:00.000000000,4
26213,21 days 01:58:00.000000000,4
26214,20 days 05:37:00.000000000,4
26215,20 days 05:15:00.000000000,4
26216,17 days 11:10:00.000000000,4
26217,17 days 00:26:00.000000000,4
26218,19 days 15:07:00.000000000,4
26219,14 days 11:33:00.000000000,4
26220,13 days 05:55:00.000000000,4
26221,16 days 11:28:00.000000000,4
26222,18 days 15:35:00.000000000,4
26223,15 days 03:29:00.000000000,4
26224,15 days 05:51:00.000000000,4
26225,24 days 19:32:00.000000000,4
26226,14 days 03:24:00.000000000,4
26227,23 days 21:00:00.000000000,4
26228,15 days 02:49:00.000000000,4
26229,32 days 01:31:00.000000000,4
26230,39 days 22:30:00.000000000,4
26231,16 days 10:24:00.000000000,4
26232,24 days 03:57:00.000000000,4
26233,22 days 22:26:00.000000000,4
26234,16 days 04:18:00.000000000,4
26235,21 days 15:16:00.000000000,4
26236,17 days 17:39:00.000000000,4
26237,13 days 05:57:00.000000000,4
26238,12 days 09:13:00.000000000,4
26239,15 days 16:30:00.000000000,4
26240,23 days 21:26:00.000000000,4
26241,22 days 23:27:00.000000000,4
26242,26 days 20:02:00.000000000,4
26243,20 days 21:29:00.000000000,4
26244,18 days 09:19:00.000000000,4
26245,16 days 19:31:00.000000000,4
26246,21 days 23:56:00.000000000,4
26247,18 days 21:22:00.000000000,4
26248,19 days 16:53:00.000000000,4
26249,15 days 08:27:00.000000000,4
26250,14 days 04:06:00.000000000,4
26251,17 days 09:26:00.000000000,4
26252,27 days 22:25:00.000000000,4
26253,17 days 13:00:00.000000000,4
26254,18 days 10:12:00.000000000,4
26255,18 days 03:29:00.000000000,4
26256,22 days 15:30:00.000000000,4
26257,21 days 14:15:00.000000000,4
26258,20 days 01:38:00.000000000,4
26259,24 days 16:40:00.000000000,4
26260,25 days 22:52:00.000000000,4
26261,19 days 12:43:00.000000000,4
26262,18 days 14:40:00.000000000,4
26263,19 days 13:45:00.000000000,4
26264,17 days 02:06:00.000000000,4
26265,17 days 17:45:00.000000000,4
26266,13 days 11:05:00.000000000,4
26267,21 days 21:48:00.000000000,4
26268,14 days 12:57:00.000000000,4
26269,17 days 03:44:00.000000000,4
26270,20 days 08:31:00.000000000,4
26271,21 days 21:00:00.000000000,4
26272,24 days 04:07:00.000000000,4
26273,14 days 16:53:00.000000000,4
26274,16 days 14:15:00.000000000,4
26275,15 days 02:36:00.000000000,4
26276,21 days 00:09:00.000000000,4
26277,14 days 06:14:00.000000000,4
26278,22 days 17:07:00.000000000,4
26279,17 days 09:53:00.000000000,4
26280,15 days 15:49:00.000000000,4
26281,21 days 20:37:00.000000000,4
26282,18 days 09:10:00.000000000,4
26283,14 days 12:17:00.000000000,4
26284,18 days 14:07:00.000000000,4
26285,27 days 00:16:00.000000000,4
26286,23 days 15:17:00.000000000,4
26287,21 days 00:30:00.000000000,4
26288,16 days 00:17:00.000000000,4
26289,15 days 17:52:00.000000000,4
26290,17 days 16:29:00.000000000,4
26291,18 days 00:39:00.000000000,4
26292,21 days 03:25:00.000000000,4
26293,21 days 15:23:00.000000000,4
26294,26 days 06:15:00.000000000,4
26295,16 days 10:08:00.000000000,4
26296,17 days 23:13:00.000000000,4
26297,18 days 01:40:00.000000000,4
26298,17 days 02:43:00.000000000,4
26299,18 days 13:16:00.000000000,4
26300,19 days 12:49:00.000000000,4
26301,17 days 14:10:00.000000000,4
26302,18 days 06:13:00.000000000,4
26303,14 days 15:39:00.000000000,4
26304,15 days 06:41:00.000000000,4
26305,24 days 15:01:00.000000000,4
26306,19 days 20:33:00.000000000,4
26307,23 days 01:27:00.000000000,4
26308,16 days 07:48:00.000000000,4
26309,16 days 05:32:00.000000000,4
26310,21 days 17:57:00.000000000,4
26311,21 days 02:23:00.000000000,4
26312,23 days 21:05:00.000000000,4
26313,24 days 18:04:00.000000000,4
26314,16 days 15:53:00.000000000,4
26315,14 days 10:52:00.000000000,4
26316,20 days 02:24:00.000000000,4
26317,17 days 04:56:00.000000000,4
26318,16 days 17:55:00.000000000,4
26319,17 days 21:57:00.000000000,4
26320,22 days 00:03:00.000000000,4
26321,29 days 19:54:00.000000000,4
26322,18 days 00:14:00.000000000,4
26323,16 days 13:51:00.000000000,4
26324,26 days 00:25:00.000000000,4
26325,25 days 02:59:00.000000000,4
26326,22 days 04:08:00.000000000,4
26327,21 days 03:51:00.000000000,4
26328,22 days 16:07:00.000000000,4
26329,18 days 23:57:00.000000000,4
26330,18 days 12:35:00.000000000,4
26331,18 days 12:13:00.000000000,4
26332,20 days 22:07:00.000000000,4
26333,15 days 13:54:00.000000000,4
26334,21 days 21:28:00.000000000,4
26335,20 days 19:01:00.000000000,4
26336,25 days 23:00:00.000000000,4
26337,23 days 21:15:00.000000000,4
26338,16 days 14:31:00.000000000,4
26339,14 days 07:49:00.000000000,4
26340,16 days 03:54:00.000000000,4
26341,19 days 07:45:00.000000000,4
26342,29 days 18:43:00.000000000,4
26343,23 days 17:09:00.000000000,4
26344,16 days 18:59:00.000000000,4
26345,13 days 14:22:00.000000000,4
26346,25 days 19:25:00.000000000,4
26347,18 days 00:06:00.000000000,4
26348,17 days 18:57:00.000000000,4
26349,24 days 23:17:00.000000000,4
26350,22 days 02:21:00.000000000,4
26351,23 days 22:26:00.000000000,4
26352,16 days 13:54:00.000000000,4
26353,19 days 02:52:00.000000000,4
26354,15 days 07:02:00.000000000,4
26355,15 days 13:48:00.000000000,4
26356,21 days 12:55:00.000000000,4
26357,18 days 18:07:00.000000000,4
26358,21 days 22:39:00.000000000,4
26359,22 days 21:20:00.000000000,4
26360,26 days 19:51:00.000000000,4
26361,21 days 22:49:00.000000000,4
26362,18 days 23:49:00.000000000,4
26363,12 days 07:13:00.000000000,4
26364,15 days 15:09:00.000000000,4
26365,20 days 14:43:00.000000000,4
26366,14 days 12:07:00.000000000,4
26367,24 days 21:11:00.000000000,4
26368,15 days 12:47:00.000000000,4
26369,24 days 07:06:00.000000000,4
26370,22 days 18:41:00.000000000,4
26371,19 days 20:46:00.000000000,4
26372,17 days 11:02:00.000000000,4
26373,12 days 09:05:00.000000000,4
26374,21 days 02:32:00.000000000,4
26375,16 days 13:14:00.000000000,4
26376,13 days 07:04:00.000000000,4
26377,15 days 13:19:00.000000000,4
26378,15 days 13:29:00.000000000,4
26379,24 days 04:16:00.000000000,4
26380,23 days 04:05:00.000000000,4
26381,20 days 08:17:00.000000000,4
26382,16 days 13:28:00.000000000,4
26383,18 days 10:49:00.000000000,4
26384,18 days 08:31:00.000000000,4
26385,19 days 18:31:00.000000000,4
26386,15 days 00:19:00.000000000,4
26387,23 days 02:58:00.000000000,4
26388,21 days 12:32:00.000000000,4
26389,14 days 03:34:00.000000000,4
26390,15 days 09:55:00.000000000,4
26391,21 days 03:12:00.000000000,4
26392,16 days 12:19:00.000000000,4
26393,25 days 09:19:00.000000000,4
26394,17 days 17:07:00.000000000,4
26395,20 days 05:03:00.000000000,4
26396,21 days 17:44:00.000000000,4
26397,27 days 05:25:00.000000000,4
26398,21 days 04:34:00.000000000,4
26399,28 days 22:50:00.000000000,4
26400,14 days 08:16:00.000000000,4
26401,17 days 05:01:00.000000000,4
26402,20 days 13:24:00.000000000,4
26403,13 days 15:09:00.000000000,4
26404,24 days 09:08:00.000000000,4
26405,21 days 12:47:00.000000000,4
26406,16 days 06:52:00.000000000,4
26407,15 days 08:43:00.000000000,4
26408,20 days 03:01:00.000000000,4
26409,22 days 21:02:00.000000000,4
26410,16 days 15:16:00.000000000,4
26411,25 days 18:31:00.000000000,4
26412,19 days 22:40:00.000000000,4
26413,14 days 20:44:00.000000000,4
26414,20 days 14:52:00.000000000,4
26415,20 days 19:35:00.000000000,4
26416,23 days 03:45:00.000000000,4
26417,18 days 03:10:00.000000000,4
26418,25 days 00:18:00.000000000,4
26419,18 days 02:09:00.000000000,4
26420,20 days 22:44:00.000000000,4
26421,17 days 09:08:00.000000000,4
26422,19 days 02:20:00.000000000,4
26423,20 days 13:51:00.000000000,4
26424,29 days 22:51:00.000000000,4
26425,17 days 09:21:00.000000000,4
26426,22 days 01:42:00.000000000,4
26427,24 days 21:20:00.000000000,4
26428,26 days 22:18:00.000000000,4
26429,17 days 10:01:00.000000000,4
26430,17 days 17:22:00.000000000,4
26431,12 days 05:59:00.000000000,4
26432,16 days 12:13:00.000000000,4
26433,20 days 12:23:00.000000000,4
26434,33 days 17:39:00.000000000,4
26435,19 days 14:38:00.000000000,4
26436,15 days 16:56:00.000000000,4
26437,17 days 09:00:00.000000000,4
26438,16 days 22:55:00.000000000,4
26439,18 days 11:34:00.000000000,4
26440,28 days 01:07:00.000000000,4
26441,17 days 22:58:00.000000000,4
26442,17 days 11:40:00.000000000,4
26443,13 days 08:40:00.000000000,4
26444,19 days 16:24:00.000000000,4
26445,17 days 19:24:00.000000000,4
26446,14 days 09:14:00.000000000,4
26447,26 days 03:16:00.000000000,4
26448,19 days 06:10:00.000000000,4
26449,15 days 17:36:00.000000000,4
26450,19 days 05:17:00.000000000,4
26451,13 days 08:28:00.000000000,4
26452,12 days 15:04:00.000000000,4
26453,20 days 04:26:00.000000000,4
26454,20 days 03:26:00.000000000,4
26455,21 days 22:22:00.000000000,4
26456,22 days 02:59:00.000000000,4
26457,16 days 11:48:00.000000000,4
26458,25 days 01:49:00.000000000,4
26459,22 days 06:57:00.000000000,4
26460,20 days 07:30:00.000000000,4
26461,15 days 18:38:00.000000000,4
26462,18 days 20:01:00.000000000,4
26463,11 days 10:42:00.000000000,4
26464,15 days 03:51:00.000000000,4
26465,19 days 22:49:00.000000000,4
26466,23 days 00:29:00.000000000,4
26467,13 days 04:24:00.000000000,4
26468,18 days 18:21:00.000000000,4
26469,22 days 23:41:00.000000000,4
26470,17 days 02:40:00.000000000,4
26471,17 days 23:59:00.000000000,4
26472,16 days 21:57:00.000000000,4
26473,22 days 03:47:00.000000000,4
26474,25 days 22:28:00.000000000,4
26475,21 days 22:42:00.000000000,4
26476,19 days 20:52:00.000000000,4
26477,15 days 11:27:00.000000000,4
26478,21 days 03:01:00.000000000,4
26479,22 days 04:48:00.000000000,4
26480,18 days 01:00:00.000000000,4
26481,12 days 05:41:00.000000000,4
26482,16 days 03:40:00.000000000,4
26483,18 days 19:07:00.000000000,4
26484,18 days 09:07:00.000000000,4
26485,15 days 12:56:00.000000000,4
26486,16 days 07:53:00.000000000,4
26487,19 days 00:27:00.000000000,4
26488,16 days 04:23:00.000000000,4
26489,20 days 04:24:00.000000000,4
26490,12 days 11:57:00.000000000,4
26491,21 days 14:07:00.000000000,4
26492,17 days 06:21:00.000000000,4
26493,17 days 16:05:00.000000000,4
26494,21 days 02:55:00.000000000,4
26495,16 days 05:46:00.000000000,4
26496,18 days 21:06:00.000000000,4
26497,16 days 08:54:00.000000000,4
26498,21 days 21:39:00.000000000,4
26499,16 days 15:21:00.000000000,4
26500,10 days 10:58:00.000000000,4
26501,17 days 15:59:00.000000000,4
26502,19 days 23:26:00.000000000,4
26503,16 days 00:27:00.000000000,4
26504,23 days 16:56:00.000000000,4
26505,23 days 11:00:00.000000000,4
26506,20 days 10:00:00.000000000,4
26507,20 days 13:00:00.000000000,4
26508,16 days 15:19:00.000000000,4
26509,20 days 19:26:00.000000000,4
26510,18 days 01:56:00.000000000,4
26511,18 days 15:42:00.000000000,4
26512,23 days 05:02:00.000000000,4
26513,16 days 03:41:00.000000000,4
26514,21 days 10:51:00.000000000,4
26515,21 days 15:50:00.000000000,4
26516,21 days 17:38:00.000000000,4
26517,16 days 02:57:00.000000000,4
26518,13 days 08:32:00.000000000,4
26519,16 days 13:04:00.000000000,4
26520,21 days 23:51:00.000000000,4
26521,20 days 05:27:00.000000000,4
26522,22 days 01:37:00.000000000,4
26523,15 days 10:54:00.000000000,4
26524,17 days 15:40:00.000000000,4
26525,17 days 03:55:00.000000000,4
26526,21 days 23:03:00.000000000,4
26527,11 days 08:53:00.000000000,4
26528,23 days 01:50:00.000000000,4
26529,15 days 13:53:00.000000000,4
26530,16 days 16:07:00.000000000,4
26531,17 days 19:58:00.000000000,4
26532,20 days 18:47:00.000000000,4
26533,17 days 15:44:00.000000000,4
26534,17 days 17:11:00.000000000,4
26535,13 days 14:08:00.000000000,4
26536,19 days 22:54:00.000000000,4
26537,17 days 06:50:00.000000000,4
26538,19 days 22:18:00.000000000,4
26539,20 days 00:22:00.000000000,4
26540,23 days 09:01:00.000000000,4
26541,18 days 22:11:00.000000000,4
26542,20 days 19:48:00.000000000,4
26543,18 days 17:10:00.000000000,4
26544,18 days 09:56:00.000000000,4
26545,14 days 09:54:00.000000000,4
26546,16 days 06:04:00.000000000,4
26547,20 days 18:03:00.000000000,4
26548,14 days 08:26:00.000000000,4
26549,19 days 06:30:00.000000000,4
26550,27 days 23:43:00.000000000,4
26551,16 days 18:36:00.000000000,4
26552,18 days 05:44:00.000000000,4
26553,19 days 12:16:00.000000000,4
26554,16 days 15:32:00.000000000,4
26555,15 days 15:55:00.000000000,4
26556,17 days 12:00:00.000000000,4
26557,20 days 23:05:00.000000000,4
26558,23 days 23:52:00.000000000,4
26559,29 days 18:02:00.000000000,4
26560,19 days 03:03:00.000000000,4
26561,17 days 13:41:00.000000000,4
26562,17 days 16:59:00.000000000,4
26563,19 days 17:04:00.000000000,4
26564,20 days 14:23:00.000000000,4
26565,15 days 19:59:00.000000000,4
26566,20 days 18:37:00.000000000,4
26567,28 days 02:46:00.000000000,4
26568,19 days 00:09:00.000000000,4
26569,18 days 21:10:00.000000000,4
26570,15 days 13:00:00.000000000,4
26571,17 days 08:37:00.000000000,4
26572,23 days 05:00:00.000000000,4
26573,18 days 03:01:00.000000000,4
26574,27 days 11:37:00.000000000,4
26575,16 days 03:01:00.000000000,4
26576,17 days 15:51:00.000000000,4
26577,21 days 21:21:00.000000000,4
26578,21 days 02:35:00.000000000,4
26579,22 days 02:33:00.000000000,4
26580,16 days 00:59:00.000000000,4
26581,16 days 05:42:00.000000000,4
